"neg.compound.name","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"C12.H31.N11.O2.S2",-0.555544035714286,-1.18217568928571,-2.13390730805227,0.0480735469734741,0.955096448211289,-4.45904502246172
"PS.12.0.12.0..U.",-0.692136035714286,-0.822798410714286,-2.12828925522206,0.0485992048253882,0.955096448211289,-4.4598286301243
"Gln.Pro.Glu",-0.684970935714286,-0.961201100000001,-2.12619409030174,0.0487965854245629,0.955096448211289,-4.46012077123959
"C8.H22.N6.S",-5.42059140785714,-13.1113606492857,-2.12291808375867,0.0491066826228186,0.955096448211289,-4.46057746120134
"dolichyl.beta.D.glucosyl.phosphate",-0.800443233571429,0.343283013928571,-2.1191092009642,0.0494694886175329,0.955096448211289,-4.46110827696278
"Lys.Arg.Gln",-0.837590487857143,-3.43037757885714,-2.1071281694179,0.050626766876932,0.955096448211289,-4.46277683908632
"Phe.Phe.Phe",-0.693319964285714,-1.13173753392857,-2.09271658014303,0.0520515850998013,0.955096448211289,-4.46478150809254
"L.Xylonate",-1.14246029714286,-1.65028161678571,-2.05479204635792,0.0559775424710663,0.955096448211289,-4.47004341364184
"X14.Fluoro.11E.tetradecenyl.acetate",-0.656531564285714,-0.945991998214286,-2.05268297248752,0.0562035847884865,0.955096448211289,-4.47033543360303
"LysoPE.22.0.0.0.",-0.792245267142857,-0.0425559962499997,-2.00232816440714,0.0618524099943478,0.955096448211289,-4.47728663999252
"X6R.hydroxy.tetradecanoic.acid",-0.653098727142857,0.144011063571428,-1.96880585550867,0.065892335774588,0.955096448211289,-4.48189008456452
"C13.H26.O2",-0.728383,-0.707096866071429,-1.96555460868157,0.0662965282483928,0.955096448211289,-4.48233545164079
"X8.Methyl.lauric.acid",-1.43914730285714,1.24097969696429,-1.96313137617031,0.0665992311200667,0.955096448211289,-4.48266726241776
"X2.Fluoropalmitic.Acid",-0.577861724785714,-2.64329153169643,-1.96234344946538,0.0666979238569807,0.955096448211289,-4.48277512799779
"C18.H30.O2",0.519626730714286,0.317614144464286,1.9609593826968,0.0668716051359077,0.955096448211289,-4.48296457481696
"X18.fluoro.9E.octadecenoic.acid",0.577668885714286,-0.749802917857143,1.95743300826737,0.0673159545719888,0.955096448211289,-4.48344708551039
"C16.H30.O2",-0.727100514285714,-1.25660579285714,-1.94250354197025,0.0692266925370697,0.955096448211289,-4.48548714285192
"X696.3234.6.458382",-0.762139314285714,0.497445991071428,-1.91547690092085,0.0728096691241392,0.955096448211289,-4.48916858032848
"C17.H36.O2.S",1.06649955,0.0920472464285698,1.90802353747975,0.073826505656781,0.955096448211289,-4.49018109401256
"C15.H30.O2",-0.534546821428571,-1.9572294875,-1.90566497135254,0.0741509062563478,0.955096448211289,-4.49050124254469
"X18.fluoro.octadecanoic.acid",-0.789433621428571,-0.971754835714285,-1.9025455076088,0.074581914661522,0.955096448211289,-4.4909244844645
"X280.3851.6.5913115",-1.73545447428571,0.322564988214286,-1.89234882755203,0.0760063882162151,0.955096448211289,-4.49230642122867
"C18.H32.O2",-0.524326421428571,-1.80855301607143,-1.89229155356016,0.076014457353267,0.955096448211289,-4.49231417679698
"C15.H30.O2...6.64007",-0.748037621428572,-0.6797584,-1.87314647713271,0.0787548423503325,0.955096448211289,-4.49490237850273
